"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
4,2,20.181,1.278,1,0,2,"trusted","FP055","run2","self","social"
5,1,25.165,1.382,1,0,5,"interested in life","FP055","run2","self","well-being"
6,1,30.154,0.905,1,0,1,"proud","FP055","run2","self","well-being"
7,4,44.864,4.371,2,0,6,"live a meaningful life","FP055","run2","change","well-being"
8,4,49.885,2.342,1,0,3,"like myself","FP055","run2","change","well-being"
9,6,54.831,2.26,1,0,4,"feel rejected","FP055","run2","change","ill-being"
10,6,59.775,1.74,1,0,2,"nervous","FP055","run2","change","ill-being"
11,5,64.88,4.459,1,0,3,"am cared for","FP055","run2","change","social"
12,6,69.897,3.138,1,0,1,"sad","FP055","run2","change","ill-being"
13,3,84.56,2.178,2,0,2,"fearful","FP055","run2","self","ill-being"
14,3,89.581,1.662,2,0,1,"stressed","FP055","run2","self","ill-being"
15,1,94.563,1.76,1,0,4,"engaged in tasks","FP055","run2","self","well-being"
16,1,99.888,1.259,1,0,2,"joyful","FP055","run2","self","well-being"
17,2,104.914,1.761,1,0,6,"have warm relationships","FP055","run2","self","social"
18,3,110.246,3.141,2,0,5,"feel unimportant","FP055","run2","self","ill-being"
19,6,125.064,1.851,1,0,2,"anxious","FP055","run2","change","ill-being"
20,4,130.043,2.696,2,0,3,"positive","FP055","run2","change","well-being"
21,5,134.997,2.846,2,1,4,"isolated","FP055","run2","change","social"
22,5,139.98,2.55,1,0,4,"feel encouraged","FP055","run2","change","social"
23,4,144.963,3.616,2,0,6,"live a purposeful life","FP055","run2","change","well-being"
24,6,149.947,2.44,1,0,2,"lonely","FP055","run2","change","ill-being"
25,2,164.613,1.126,2,1,2,"angry","FP055","run2","self","social"
26,1,169.788,2.102,1,0,2,"hopeful","FP055","run2","self","well-being"
27,1,174.808,2.123,1,0,5,"satisfied with life","FP055","run2","self","well-being"
28,3,179.762,1.712,2,0,3,"feel useless","FP055","run2","self","ill-being"
29,2,184.712,2.283,1,0,6,"belong in social group","FP055","run2","self","social"
30,2,190.036,1.151,1,0,3,"have good friends","FP055","run2","self","social"
31,5,204.696,1.723,1,0,1,"loved","FP055","run2","change","social"
32,5,209.645,3.934,1,0,5,"comfortable with friends","FP055","run2","change","social"
33,6,214.745,2.57,1,0,5,"unable to cope","FP055","run2","change","ill-being"
34,5,219.69,2.721,2,0,3,"helped by friends","FP055","run2","change","social"
35,4,224.644,3.687,1,0,3,"achieve goals","FP055","run2","change","well-being"
36,4,229.595,2.832,1,0,2,"happy","FP055","run2","change","well-being"
1,3,5.081,2.016,2,0,5,"unable to cope","FP056","run1","self","ill-being"
2,3,10.26,1.308,2,0,2,"fearful","FP056","run1","self","ill-being"
3,2,15.361,1.192,1,0,4,"feel encouraged","FP056","run1","self","social"
4,2,20.39,1.035,1,0,1,"loved","FP056","run1","self","social"
5,1,25.377,1.016,1,0,6,"live a meaningful life","FP056","run1","self","well-being"
6,1,30.327,0.946,1,0,5,"satisfied with life","FP056","run1","self","well-being"
7,4,45.024,3.121,1,0,4,"engaged in tasks","FP056","run1","change","well-being"
8,4,50.127,1.842,2,0,6,"live a purposeful life","FP056","run1","change","well-being"
9,6,55.077,1.684,1,0,4,"feel rejected","FP056","run1","change","ill-being"
10,6,60.059,1.086,1,0,1,"sad","FP056","run1","change","ill-being"
11,5,65.006,2.563,2,1,4,"isolated","FP056","run1","change","social"
12,6,70.342,1.522,1,0,2,"nervous","FP056","run1","change","ill-being"
13,3,85.044,2.205,1,0,1,"stressed","FP056","run1","self","ill-being"
14,3,90.026,0.887,2,0,3,"feel worthless","FP056","run1","self","ill-being"
15,1,95.042,1.087,1,0,2,"joyful","FP056","run1","self","well-being"
16,1,100.143,1.298,1,0,3,"positive","FP056","run1","self","well-being"
17,2,105.318,1.187,1,0,6,"belong in social group","FP056","run1","self","social"
18,3,110.421,1.388,1,0,2,"anxious","FP056","run1","self","ill-being"
19,6,125.126,1.89,1,0,3,"overwhelmed","FP056","run1","change","ill-being"
20,4,130.152,1.665,1,0,5,"interested in life","FP056","run1","change","well-being"
21,5,135.105,1.911,2,0,5,"comfortable with friends","FP056","run1","change","social"
22,5,140.126,2.171,1,0,3,"am cared for","FP056","run1","change","social"
23,4,145.075,1.446,1,0,2,"happy","FP056","run1","change","well-being"
24,6,150.059,1.574,1,0,2,"lonely","FP056","run1","change","ill-being"
25,2,164.809,1.16,1,0,6,"have warm relationships","FP056","run1","self","social"
26,1,169.758,0.955,1,0,3,"like myself","FP056","run1","self","well-being"
27,1,174.741,1.547,1,0,3,"achieve goals","FP056","run1","self","well-being"
28,3,179.725,1.508,2,0,3,"feel useless","FP056","run1","self","ill-being"
29,2,185.059,0.982,1,0,3,"have good friends","FP056","run1","self","social"
30,2,190.008,1.345,2,1,2,"angry","FP056","run1","self","social"
31,5,204.672,2.129,2,0,2,"trusted","FP056","run1","change","social"
32,5,209.625,2.624,2,0,3,"helped by friends","FP056","run1","change","social"
33,6,214.608,1.992,1,0,5,"feel unimportant","FP056","run1","change","ill-being"
34,5,219.6,1.889,2,0,7,"have trusting relationships","FP056","run1","change","social"
35,4,224.924,1.517,1,0,1,"proud","FP056","run1","change","well-being"
36,4,229.874,1.623,1,0,2,"hopeful","FP056","run1","change","well-being"
1,3,5.062,1.254,2,0,4,"feel rejected","FP056","run2","self","ill-being"
2,3,10.015,1.07,2,0,1,"sad","FP056","run2","self","ill-being"
3,2,14.97,1.075,2,1,4,"isolated","FP056","run2","self","social"
4,2,19.921,1.107,1,0,5,"comfortable with friends","FP056","run2","self","social"
5,1,24.905,1.26,1,0,4,"engaged in tasks","FP056","run2","self","well-being"
6,1,29.887,1.062,1,0,6,"live a purposeful life","FP056","run2","self","well-being"
7,4,44.554,2.235,1,0,6,"live a meaningful life","FP056","run2","change","well-being"
8,4,49.504,1.844,1,0,5,"satisfied with life","FP056","run2","change","well-being"
9,6,54.487,2.757,2,0,5,"unable to cope","FP056","run2","change","ill-being"
10,6,59.434,1.715,1,0,2,"fearful","FP056","run2","change","ill-being"
11,5,64.388,1.305,1,0,4,"feel encouraged","FP056","run2","change","social"
12,6,69.409,2.468,1,0,1,"stressed","FP056","run2","change","ill-being"
13,3,84.218,2.347,2,0,2,"nervous","FP056","run2","self","ill-being"
14,3,89.203,1.962,1,0,3,"overwhelmed","FP056","run2","self","ill-being"
15,1,94.153,0.939,1,0,5,"interested in life","FP056","run2","self","well-being"
16,1,99.245,0.943,1,0,2,"happy","FP056","run2","self","well-being"
17,2,104.266,1.259,1,0,3,"am cared for","FP056","run2","self","social"
18,3,109.253,1.328,2,0,2,"lonely","FP056","run2","self","ill-being"
19,6,123.953,2.795,1,0,3,"feel worthless","FP056","run2","change","ill-being"
20,4,128.969,1.1,1,0,2,"joyful","FP056","run2","change","well-being"
21,5,134.07,2.591,2,0,1,"loved","FP056","run2","change","social"
22,5,139.052,1.52,2,0,6,"belong in social group","FP056","run2","change","social"
23,4,144.228,1.112,1,0,3,"positive","FP056","run2","change","well-being"
24,6,149.215,1.47,1,0,2,"anxious","FP056","run2","change","ill-being"
25,2,163.953,1.532,1,0,2,"trusted","FP056","run2","self","social"
26,1,168.896,2.261,1,0,1,"proud","FP056","run2","self","well-being"
27,1,174.217,1.059,1,0,2,"hopeful","FP056","run2","self","well-being"
28,3,179.553,1.908,2,0,5,"feel unimportant","FP056","run2","self","ill-being"
29,2,184.536,0.965,1,0,3,"helped by friends","FP056","run2","self","social"
30,2,189.56,1.132,1,0,7,"have trusting relationships","FP056","run2","self","social"
31,5,204.601,2.667,1,0,6,"have warm relationships","FP056","run2","change","social"
32,5,209.551,2.278,2,0,3,"have good friends","FP056","run2","change","social"
33,6,214.645,1.744,1,0,3,"feel useless","FP056","run2","change","ill-being"
34,5,219.666,1.875,1,1,2,"angry","FP056","run2","change","social"
35,4,224.618,1.819,1,0,3,"like myself","FP056","run2","change","well-being"
36,4,229.567,1.309,1,0,3,"achieve goals","FP056","run2","change","well-being"
1,3,5.076,1.463,1,0,2,"nervous","FP058","run1","self","ill-being"
2,3,10.056,1.491,2,0,1,"sad","FP058","run1","self","ill-being"
3,2,15.156,0.935,1,0,3,"helped by friends","FP058","run1","self","social"
4,2,20.188,1.799,1,0,7,"have trusting relationships","FP058","run1","self","social"
5,1,25.171,2.56,1,0,3,"positive","FP058","run1","self","well-being"
6,1,30.121,1.666,2,0,6,"live a meaningful life","FP058","run1","self","well-being"
7,4,44.819,1.384,1,0,2,"joyful","FP058","run1","change","well-being"
8,4,49.759,2.715,1,0,1,"proud","FP058","run1","change","well-being"
9,6,54.775,3.012,1,0,3,"feel useless","FP058","run1","change","ill-being"
10,6,59.867,2.936,1,0,3,"feel worthless","FP058","run1","change","ill-being"
11,5,65.042,3.097,1,0,4,"feel encouraged","FP058","run1","change","social"
12,6,69.983,2.828,2,0,2,"fearful","FP058","run1","change","ill-being"
13,3,84.642,1.681,2,0,4,"feel rejected","FP058","run1","self","ill-being"
14,3,89.658,0.953,1,0,2,"anxious","FP058","run1","self","ill-being"
15,1,94.61,2.321,2,0,3,"achieve goals","FP058","run1","self","well-being"
16,1,99.558,1.101,2,0,5,"satisfied with life","FP058","run1","self","well-being"
17,2,104.542,1.749,2,1,4,"isolated","FP058","run1","self","social"
18,3,109.524,1.839,2,0,5,"unable to cope","FP058","run1","self","ill-being"
19,6,124.225,1.674,1,0,2,"lonely","FP058","run1","change","ill-being"
20,4,129.241,2.521,1,0,3,"like myself","FP058","run1","change","well-being"
21,5,134.258,2.273,1,0,1,"loved","FP058","run1","change","social"
22,5,139.241,2.938,1,0,3,"am cared for","FP058","run1","change","social"
23,4,144.258,1.889,1,0,2,"happy","FP058","run1","change","well-being"
24,6,149.241,2.106,2,0,5,"feel unimportant","FP058","run1","change","ill-being"
25,2,163.906,1.465,1,0,6,"have warm relationships","FP058","run1","self","social"
26,1,169.223,1.156,2,0,6,"live a purposeful life","FP058","run1","self","well-being"
27,1,174.322,1.153,1,0,4,"engaged in tasks","FP058","run1","self","well-being"
28,3,179.421,0.926,1,0,1,"stressed","FP058","run1","self","ill-being"
29,2,184.371,1.536,1,0,6,"belong in social group","FP058","run1","self","social"
30,2,189.353,0.914,2,1,2,"angry","FP058","run1","self","social"
31,5,204.02,2.11,1,0,2,"trusted","FP058","run1","change","social"
32,5,208.967,2.02,2,0,3,"have good friends","FP058","run1","change","social"
33,6,213.917,1.686,2,0,3,"overwhelmed","FP058","run1","change","ill-being"
34,5,219.239,3.588,1,0,5,"comfortable with friends","FP058","run1","change","social"
35,4,224.224,1.587,1,0,5,"interested in life","FP058","run1","change","well-being"
36,4,229.24,1.267,1,0,2,"hopeful","FP058","run1","change","well-being"
1,3,5.059,1.917,2,0,3,"feel useless","FP058","run2","self","ill-being"
2,3,10.009,1.407,2,0,3,"feel worthless","FP058","run2","self","ill-being"
3,2,14.958,1.106,1,0,4,"feel encouraged","FP058","run2","self","social"
4,2,19.907,1.013,1,0,1,"loved","FP058","run2","self","social"
5,1,24.89,1.39,1,0,2,"joyful","FP058","run2","self","well-being"
6,1,30.208,1.2,1,0,1,"proud","FP058","run2","self","well-being"
7,4,44.938,1.19,1,0,3,"positive","FP058","run2","change","well-being"
8,4,50.257,2.495,1,0,6,"live a meaningful life","FP058","run2","change","well-being"
9,6,55.236,2.1,2,0,2,"nervous","FP058","run2","change","ill-being"
10,6,60.336,2.048,2,0,1,"sad","FP058","run2","change","ill-being"
11,5,65.657,2.367,2,0,3,"helped by friends","FP058","run2","change","social"
12,6,70.602,2.606,2,0,4,"feel rejected","FP058","run2","change","ill-being"
13,3,85.301,2.027,1,0,2,"fearful","FP058","run2","self","ill-being"
14,3,90.241,1.055,2,0,2,"lonely","FP058","run2","self","ill-being"
15,1,95.224,1.416,2,0,3,"like myself","FP058","run2","self","well-being"
16,1,100.207,1.625,1,0,2,"happy","FP058","run2","self","well-being"
17,2,105.147,0.885,1,0,3,"am cared for","FP058","run2","self","social"
18,3,110.091,1.165,2,0,5,"feel unimportant","FP058","run2","self","ill-being"
19,6,124.824,1.512,2,0,2,"anxious","FP058","run2","change","ill-being"
20,4,129.773,1.179,1,0,3,"achieve goals","FP058","run2","change","well-being"
21,5,134.956,1.852,2,0,7,"have trusting relationships","FP058","run2","change","social"
22,5,140.059,2.501,1,1,4,"isolated","FP058","run2","change","social"
23,4,145.007,1.161,1,0,5,"satisfied with life","FP058","run2","change","well-being"
24,6,149.957,1.595,1,0,5,"unable to cope","FP058","run2","change","ill-being"
25,2,164.657,1.303,1,0,2,"trusted","FP058","run2","self","social"
26,1,169.607,1.361,1,0,5,"interested in life","FP058","run2","self","well-being"
27,1,174.556,1.3,1,0,2,"hopeful","FP058","run2","self","well-being"
28,3,179.722,1.262,1,0,3,"overwhelmed","FP058","run2","self","ill-being"
29,2,184.822,0.73,1,0,3,"have good friends","FP058","run2","self","social"
30,2,189.855,1.329,1,0,5,"comfortable with friends","FP058","run2","self","social"
31,5,204.553,1.511,1,0,6,"have warm relationships","FP058","run2","change","social"
32,5,209.57,2.35,1,0,6,"belong in social group","FP058","run2","change","social"
33,6,214.585,2.255,1,0,1,"stressed","FP058","run2","change","ill-being"
34,5,219.536,1.72,1,1,2,"angry","FP058","run2","change","social"
35,4,224.518,2.586,1,0,6,"live a purposeful life","FP058","run2","change","well-being"
36,4,229.618,2.534,1,0,4,"engaged in tasks","FP058","run2","change","well-being"
1,3,5.052,2.647,2,0,5,"feel unimportant","FP059","run1","self","ill-being"
2,3,10.038,1.197,1,0,3,"overwhelmed","FP059","run1","self","ill-being"
3,2,15.075,1.161,1,0,5,"comfortable with friends","FP059","run1","self","social"
4,2,20.058,0.801,1,0,1,"loved","FP059","run1","self","social"
5,1,24.999,0.788,1,0,3,"achieve goals","FP059","run1","self","well-being"
6,1,30.019,0.776,1,0,1,"proud","FP059","run1","self","well-being"
7,4,44.725,1.839,1,0,3,"like myself","FP059","run1","change","well-being"
8,4,49.667,1.28,1,0,5,"satisfied with life","FP059","run1","change","well-being"
9,6,54.654,1.493,2,0,5,"unable to cope","FP059","run1","change","ill-being"
10,6,59.825,2.315,1,0,2,"fearful","FP059","run1","change","ill-being"
11,5,64.807,1.789,1,0,3,"have good friends","FP059","run1","change","social"
12,6,69.748,1.76,1,0,2,"nervous","FP059","run1","change","ill-being"
13,3,84.408,1.708,2,0,2,"lonely","FP059","run1","self","ill-being"
14,3,89.391,1.205,1,0,2,"anxious","FP059","run1","self","ill-being"
15,1,94.407,1.26,1,0,4,"engaged in tasks","FP059","run1","self","well-being"
16,1,99.352,0.963,1,0,3,"positive","FP059","run1","self","well-being"
17,2,104.306,0.842,2,1,2,"angry","FP059","run1","self","social"
18,3,109.626,1.129,2,0,3,"feel worthless","FP059","run1","self","ill-being"
19,6,124.438,2.421,2,0,4,"feel rejected","FP059","run1","change","ill-being"
20,4,129.39,1.509,1,0,6,"live a meaningful life","FP059","run1","change","well-being"
21,5,134.411,2.112,1,0,6,"have warm relationships","FP059","run1","change","social"
22,5,139.357,1.526,1,0,4,"feel encouraged","FP059","run1","change","social"
23,4,144.302,1.694,1,0,2,"happy","FP059","run1","change","well-being"
24,6,149.288,1.699,1,0,1,"stressed","FP059","run1","change","ill-being"
25,2,164.099,1.985,1,0,7,"have trusting relationships","FP059","run1","self","social"
26,1,169.09,1.154,1,0,6,"live a purposeful life","FP059","run1","self","well-being"
27,1,174.106,0.946,1,0,2,"hopeful","FP059","run1","self","well-being"
28,3,179.056,2.459,1,0,1,"sad","FP059","run1","self","ill-being"
29,2,184.147,1.137,1,0,3,"am cared for","FP059","run1","self","social"
30,2,189.167,1.613,2,1,4,"isolated","FP059","run1","self","social"
31,5,203.823,2.509,1,0,6,"belong in social group","FP059","run1","change","social"
32,5,208.914,1.25,1,0,3,"helped by friends","FP059","run1","change","social"
33,6,213.901,2.391,1,0,3,"feel useless","FP059","run1","change","ill-being"
34,5,218.889,1.635,1,0,2,"trusted","FP059","run1","change","social"
35,4,224.208,1.756,1,0,5,"interested in life","FP059","run1","change","well-being"
36,4,229.155,1.288,1,0,2,"joyful","FP059","run1","change","well-being"
1,3,5.054,2.498,1,0,5,"unable to cope","FP059","run2","self","ill-being"
2,3,10.04,0.967,2,0,2,"fearful","FP059","run2","self","ill-being"
3,2,15.028,1.483,2,0,3,"have good friends","FP059","run2","self","social"
4,2,19.978,1.15,1,0,6,"have warm relationships","FP059","run2","self","social"
5,1,25.144,1.575,1,0,3,"like myself","FP059","run2","self","well-being"
6,1,30.088,1.295,1,0,5,"satisfied with life","FP059","run2","self","well-being"
7,4,44.744,1.783,1,0,3,"achieve goals","FP059","run2","change","well-being"
8,4,49.835,1.812,1,0,1,"proud","FP059","run2","change","well-being"
9,6,54.855,1.64,1,0,5,"feel unimportant","FP059","run2","change","ill-being"
10,6,59.96,1.615,1,0,3,"overwhelmed","FP059","run2","change","ill-being"
11,5,64.914,1.589,1,0,5,"comfortable with friends","FP059","run2","change","social"
12,6,69.894,1.274,1,0,2,"lonely","FP059","run2","change","ill-being"
13,3,84.597,1.93,1,0,2,"nervous","FP059","run2","self","ill-being"
14,3,89.693,1.338,2,0,4,"feel rejected","FP059","run2","self","ill-being"
15,1,95.018,1.19,1,0,6,"live a meaningful life","FP059","run2","self","well-being"
16,1,100.338,1.069,1,0,2,"happy","FP059","run2","self","well-being"
17,2,105.292,1.123,1,0,4,"feel encouraged","FP059","run2","self","social"
18,3,110.309,1.266,1,0,1,"stressed","FP059","run2","self","ill-being"
19,6,124.974,1.281,1,0,2,"anxious","FP059","run2","change","ill-being"
20,4,129.927,1.465,1,0,4,"engaged in tasks","FP059","run2","change","well-being"
21,5,135.026,1.285,1,0,1,"loved","FP059","run2","change","social"
22,5,140.01,1.262,1,1,2,"angry","FP059","run2","change","social"
23,4,144.987,1.004,1,0,3,"positive","FP059","run2","change","well-being"
24,6,149.925,1.194,1,0,3,"feel worthless","FP059","run2","change","ill-being"
25,2,164.626,1.549,1,0,6,"belong in social group","FP059","run2","self","social"
26,1,169.571,1.1,1,0,5,"interested in life","FP059","run2","self","well-being"
27,1,174.509,0.931,1,0,2,"joyful","FP059","run2","self","well-being"
28,3,179.526,1.209,1,0,3,"feel useless","FP059","run2","self","ill-being"
29,2,184.465,1.99,1,0,3,"helped by friends","FP059","run2","self","social"
30,2,189.443,0.933,1,0,2,"trusted","FP059","run2","self","social"
31,5,204.113,1.974,1,0,7,"have trusting relationships","FP059","run2","change","social"
32,5,209.091,1.812,1,0,3,"am cared for","FP059","run2","change","social"
33,6,214.07,1.898,1,0,1,"sad","FP059","run2","change","ill-being"
34,5,219.09,1.261,1,1,4,"isolated","FP059","run2","change","social"
35,4,224.408,1.591,1,0,6,"live a purposeful life","FP059","run2","change","well-being"
36,4,229.392,1.399,1,0,2,"hopeful","FP059","run2","change","well-being"
1,3,5.064,1.859,2,0,5,"unable to cope","FP060","run1","self","ill-being"
2,3,10.048,2.043,1,0,5,"feel unimportant","FP060","run1","self","ill-being"
3,2,14.987,3.12,1,0,4,"feel encouraged","FP060","run1","self","social"
4,2,19.977,2.067,1,0,6,"have warm relationships","FP060","run1","self","social"
5,1,24.928,1.332,1,0,3,"like myself","FP060","run1","self","well-being"
6,1,29.915,1.145,1,0,2,"joyful","FP060","run1","self","well-being"
7,4,44.576,2.507,1,0,6,"live a meaningful life","FP060","run1","change","well-being"
8,4,49.529,2.242,1,0,5,"interested in life","FP060","run1","change","well-being"
9,6,54.482,1.842,2,0,2,"fearful","FP060","run1","change","ill-being"
10,6,59.581,1.55,1,0,3,"overwhelmed","FP060","run1","change","ill-being"
11,5,64.564,2.815,2,0,3,"helped by friends","FP060","run1","change","social"
12,6,69.581,2.335,1,0,4,"feel rejected","FP060","run1","change","ill-being"
13,3,84.248,1.78,2,0,1,"stressed","FP060","run1","self","ill-being"
14,3,89.341,1.519,2,0,3,"feel worthless","FP060","run1","self","ill-being"
15,1,94.28,1.044,1,0,2,"happy","FP060","run1","self","well-being"
16,1,99.23,1.397,1,0,3,"achieve goals","FP060","run1","self","well-being"
17,2,104.247,1.813,2,1,4,"isolated","FP060","run1","self","social"
18,3,109.339,2.017,2,0,1,"sad","FP060","run1","self","ill-being"
19,6,123.998,2.406,1,0,2,"nervous","FP060","run1","change","ill-being"
20,4,128.98,3,1,0,5,"satisfied with life","FP060","run1","change","well-being"
21,5,133.957,2.599,1,0,6,"belong in social group","FP060","run1","change","social"
22,5,139.127,1.853,1,1,2,"angry","FP060","run1","change","social"
23,4,144.116,2.152,2,0,2,"hopeful","FP060","run1","change","well-being"
24,6,149.096,2.188,2,0,2,"lonely","FP060","run1","change","ill-being"
25,2,164.145,1.49,1,0,3,"am cared for","FP060","run1","self","social"
26,1,169.162,1.378,1,0,1,"proud","FP060","run1","self","well-being"
27,1,174.102,1.03,1,0,3,"positive","FP060","run1","self","well-being"
28,3,179.122,1.914,2,0,3,"feel useless","FP060","run1","self","ill-being"
29,2,184.113,1.507,1,0,2,"trusted","FP060","run1","self","social"
30,2,189.213,1.055,1,0,5,"comfortable with friends","FP060","run1","self","social"
31,5,203.946,2.522,2,0,7,"have trusting relationships","FP060","run1","change","social"
32,5,208.927,1.508,1,0,3,"have good friends","FP060","run1","change","social"
33,6,213.945,2.29,1,0,2,"anxious","FP060","run1","change","ill-being"
34,5,219.267,2.241,1,0,1,"loved","FP060","run1","change","social"
35,4,224.212,1.376,1,0,6,"live a purposeful life","FP060","run1","change","well-being"
36,4,229.392,2.275,2,0,4,"engaged in tasks","FP060","run1","change","well-being"
1,3,5.045,1.433,2,0,2,"fearful","FP060","run2","self","ill-being"
2,3,10.145,2.469,2,0,3,"overwhelmed","FP060","run2","self","ill-being"
3,2,15.161,1.237,1,0,3,"helped by friends","FP060","run2","self","social"
4,2,20.262,1.704,1,0,6,"belong in social group","FP060","run2","self","social"
5,1,25.211,1.467,1,0,6,"live a meaningful life","FP060","run2","self","well-being"
6,1,30.161,1.541,1,0,5,"interested in life","FP060","run2","self","well-being"
7,4,44.861,2.089,1,0,3,"like myself","FP060","run2","change","well-being"
8,4,49.878,1.072,1,0,2,"joyful","FP060","run2","change","well-being"
9,6,54.894,2.16,2,0,5,"unable to cope","FP060","run2","change","ill-being"
10,6,59.84,2.11,1,0,5,"feel unimportant","FP060","run2","change","ill-being"
11,5,64.83,1.415,1,0,4,"feel encouraged","FP060","run2","change","social"
12,6,69.811,1.715,2,0,1,"stressed","FP060","run2","change","ill-being"
13,3,84.478,1.32,2,0,4,"feel rejected","FP060","run2","self","ill-being"
14,3,89.46,1.242,2,0,2,"nervous","FP060","run2","self","ill-being"
15,1,94.414,1.688,1,0,5,"satisfied with life","FP060","run2","self","well-being"
16,1,99.36,0.998,1,0,2,"hopeful","FP060","run2","self","well-being"
17,2,104.339,1.115,2,1,2,"angry","FP060","run2","self","social"
18,3,109.359,1.271,2,0,2,"lonely","FP060","run2","self","ill-being"
19,6,124.009,2.621,2,0,3,"feel worthless","FP060","run2","change","ill-being"
20,4,128.989,1.689,1,0,2,"happy","FP060","run2","change","well-being"
21,5,134.327,2.111,2,0,6,"have warm relationships","FP060","run2","change","social"
22,5,139.276,1.049,2,1,4,"isolated","FP060","run2","change","social"
23,4,144.259,2.019,1,0,3,"achieve goals","FP060","run2","change","well-being"
24,6,149.204,1.778,1,0,1,"sad","FP060","run2","change","ill-being"
25,2,164.092,1.922,1,0,7,"have trusting relationships","FP060","run2","self","social"
26,1,169.076,1.29,1,0,6,"live a purposeful life","FP060","run2","self","well-being"
27,1,174.021,1.92,1,0,4,"engaged in tasks","FP060","run2","self","well-being"
28,3,178.975,2.311,1,0,2,"anxious","FP060","run2","self","ill-being"
29,2,184.295,1.263,1,0,3,"have good friends","FP060","run2","self","social"
30,2,189.309,1.145,1,0,1,"loved","FP060","run2","self","social"
31,5,204.209,2.564,1,0,3,"am cared for","FP060","run2","change","social"
32,5,209.225,1.157,1,0,2,"trusted","FP060","run2","change","social"
33,6,214.55,1.92,2,0,3,"feel useless","FP060","run2","change","ill-being"
34,5,219.505,1.797,2,0,5,"comfortable with friends","FP060","run2","change","social"
35,4,224.458,1.116,1,0,1,"proud","FP060","run2","change","well-being"
36,4,229.475,0.675,1,0,3,"positive","FP060","run2","change","well-being"
1,3,5.053,1.983,2,0,4,"feel rejected","FP061","run1","self","ill-being"
2,3,10.073,1.411,1,0,1,"stressed","FP061","run1","self","ill-being"
3,2,15.057,1.107,2,1,2,"angry","FP061","run1","self","social"
4,2,20.231,2.965,2,0,6,"belong in social group","FP061","run1","self","social"
5,1,25.251,1.001,1,0,3,"like myself","FP061","run1","self","well-being"
6,1,30.238,1.614,1,0,6,"live a purposeful life","FP061","run1","self","well-being"
7,4,44.89,1.786,1,0,5,"satisfied with life","FP061","run1","change","well-being"
8,4,49.835,1.929,1,0,2,"hopeful","FP061","run1","change","well-being"
9,6,54.79,2.319,1,0,3,"feel useless","FP061","run1","change","ill-being"
10,6,59.74,2.265,1,0,1,"sad","FP061","run1","change","ill-being"
11,5,64.689,2.923,1,0,6,"have warm relationships","FP061","run1","change","social"
12,6,69.633,3.651,2,0,5,"unable to cope","FP061","run1","change","ill-being"
13,3,84.372,1.552,2,0,2,"lonely","FP061","run1","self","ill-being"
14,3,89.463,1.245,1,0,2,"anxious","FP061","run1","self","ill-being"
15,1,94.405,1.799,1,0,4,"engaged in tasks","FP061","run1","self","well-being"
16,1,99.354,1.77,1,0,6,"live a meaningful life","FP061","run1","self","well-being"
17,2,104.372,1.401,1,0,5,"comfortable with friends","FP061","run1","self","social"
18,3,109.695,1.389,2,0,3,"feel worthless","FP061","run1","self","ill-being"
19,6,124.356,1.888,1,0,2,"nervous","FP061","run1","change","ill-being"
20,4,129.676,1.752,1,0,5,"interested in life","FP061","run1","change","well-being"
21,5,134.655,2.037,1,0,4,"feel encouraged","FP061","run1","change","social"
22,5,139.633,1.939,1,1,4,"isolated","FP061","run1","change","social"
23,4,144.62,1.704,1,0,3,"positive","FP061","run1","change","well-being"
24,6,149.605,1.431,1,0,5,"feel unimportant","FP061","run1","change","ill-being"
25,2,164.417,1.347,1,0,7,"have trusting relationships","FP061","run1","self","social"
26,1,169.521,1.235,1,0,2,"happy","FP061","run1","self","well-being"
27,1,174.504,1.268,1,0,1,"proud","FP061","run1","self","well-being"
28,3,179.522,1.587,1,0,3,"overwhelmed","FP061","run1","self","ill-being"
29,2,184.614,1.398,1,0,3,"am cared for","FP061","run1","self","social"
30,2,189.635,2.937,2,0,3,"helped by friends","FP061","run1","self","social"
31,5,204.521,1.491,1,0,3,"have good friends","FP061","run1","change","social"
32,5,209.466,1.61,1,0,1,"loved","FP061","run1","change","social"
33,6,214.42,1.488,1,0,2,"fearful","FP061","run1","change","ill-being"
34,5,219.404,1.68,1,0,2,"trusted","FP061","run1","change","social"
35,4,224.343,2.197,1,0,3,"achieve goals","FP061","run1","change","well-being"
36,4,229.364,1.4,1,0,2,"joyful","FP061","run1","change","well-being"
1,3,5.051,1.781,2,0,3,"feel useless","FP061","run2","self","ill-being"
2,3,10.225,1.711,2,0,1,"sad","FP061","run2","self","ill-being"
3,2,15.174,1.45,1,0,6,"have warm relationships","FP061","run2","self","social"
4,2,20.159,1.953,1,0,4,"feel encouraged","FP061","run2","self","social"
5,1,25.097,2.799,2,0,5,"satisfied with life","FP061","run2","self","well-being"
6,1,30.041,0.959,1,0,2,"hopeful","FP061","run2","self","well-being"
7,4,44.858,1.734,1,0,3,"like myself","FP061","run2","change","well-being"
8,4,49.874,2.006,1,0,6,"live a purposeful life","FP061","run2","change","well-being"
9,6,54.819,1.861,1,0,4,"feel rejected","FP061","run2","change","ill-being"
10,6,59.806,1.418,1,0,1,"stressed","FP061","run2","change","ill-being"
11,5,65.124,1.564,1,1,2,"angry","FP061","run2","change","social"
